PROVINCIA	DENOMINACION GENÉRICA	LOCALIDAD	CÓDIGO	DENOMINACION ESPECÍFICA	DOMICILIO	CODPOSTAL	TELÉFONO	FAX	EMAIL
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017242	EL CARMEN	CL. DOCTOR FLEMING, 15; BAJO	50004	976 40 45 50		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017254	SIERVAS DE LOS POBRES	Cl. Pablo Parellada, 44	50007	976 27 12 42		siervaspobres@terra.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017266	MUÑECOS	Cl. Mesones De Isuela, 62	50007	976 38 73 54		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017291	NUESTRA SEÑORA DE LA PAZ	Cl La Salud, 11	50007	976 27 27 89		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017308	LA VIRGEN NIÑA	Cami. De Cuarte, 71	50007	976 37 92 96		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017333	SOLETES	Avda. Santa Isabel, 166	50016	976 57 09 58		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017345	EL MANZANO	Cl. Emilia Pardo Bazán, 12- Local-	50018	976 06 30 63		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017382	CHICOTES	Cl. Balbino Orensanz, 55	50014	976 39 52 21		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017424	TAMBOR	Cl. Mariana Pineda, 22	50018	976 51 75 62		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017461	CHIP Y CHOP	AVDA. SALVADOR ALLENDE, 44	50015	976 74 27 07		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017497	EL OSO DEL PARQUE	CL. ANDADOR REINA ESTER/ALBERTO ALBERICIO CONCHÁN, LOCAL Nº 4	50002	976 20 49 73		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017771	PEQUENINOS	CL. VÍA IBÉRICA, 67	50012	976 56 99 00		mar@pequeninos.net
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017801	CU CU-TAS TAS	CL. MARÍA MONTESSORI, 12	50018	976 73 39 44		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017813	ZARADUENDES	CL. GABRIEL Y GALÁN, 16	50016	976 58 24 40		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017849	EL TREN CHU-CHU	CL. MATILDE SANGÜESA, 9-11	50014			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50017941	EL BARQUITO DE PAPEL	CL. DAROCA, 42-44	50017	976535762		barquitodepapelsm@yahoo.es
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018015	KARACOL	PZA.TAUROMAQUIA, 1	50015			cei.karacol@ono.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018052	PATINETE	CL. PAMPLONA ESCUDERO, 12	50005			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018064	MI COLE	CL. LAGO DE MILLARES, 48	50011			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018076	PEQUENINOS MONTES DEL CANAL	CL. LUDWIG VAN BEETHOVEN, 52	50012	876 241455		rosales@pequeninos.net
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018167	DUENDEDUCA	AVDA. SALVADOR ALLENDE, 71	50015			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018234	LA LOCOMOTORA	CL. VALLE DE ZURIZA, 36-38, LOCAL 2	50014			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018295	ZARAPEQUES	CL. ENRIQUE VAL, 4-LOCAL	50011			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018386	EL ARKA DE KUPPLU	CL GERONA 3	50007			cei.elarka@hotmail.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018398	ZAGALINES	AVDA. PUENTE DEL PILAR/CL JESÚS, 41	50014	976 39 10 61		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018453	LAS TORRES DE MONTECANAL	CL. TOMÁS ANZANO, Nº 37 URB. MONTECANAL	50297	976 751 939	976 751 939	info@guarderiamontecanal.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018507	JUEGO Y APRENDO	CL. LAGO DE MILLARES, 34-36	50011			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018519	CHIQUILINES	CL. TODO SOBRE MI MADRE, 2	50019			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018568	PLAZA	PLATAFORMA LOGÍSTICA DE ZARAGOZA, S/N	50197			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018571	LA JOTA 2	CL. TERESA SALVO PUERTO, 30	50014			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018702	KID'S GARDEN REYES DE ARAGÓN	P.º REYES DE ARAGÓN, 21	50012			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50018866	MONIGOTES	CL. SAN ANTONIO MARÍA CLARET, 14	50005			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019007	NENETES	PZA. DE LOS LAGOS AZULES, 6	50011	976 30 73 79		guarderianenetes@hotmail.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019111	SALTARINES	CL. DEL GLOBO, 9	50015	976.547.156	976.547.156	saltarines.julieta@hotmail.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019159	EL NIDO DE PATRICIA	CL. EMILIO CASTELAR, 91	50013	976 496 439	976 496 439	info@elnidodepatricia.com
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019160	ES-COOL	Paseo del Botánico, 2 (Parque Metropolitano del Agua)	50018			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019214	IR CRECIENDO	CL. Ciudadano Kane, 33-35	50019	976 93 21 27		
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019241	PLANETA IMAGINARIO	AVDA. CASABLANCA, 34	50019			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019263	KID'S GARDEN ACTUR	Cl. Santiago Lagunas, 1	50018			
Zaragoza	Centro Privado de Educación Infantil	Zaragoza	50019305	DADA	Cl. Mi Tío, 13	50019			
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Alagón	50000151	NTRA. SRA DEL CASTILLO	Avda. De La Portalada, 39	50630	976 61 02 90	976 61 31 60	nscastillo@nscastillo.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Borja	50000862	SANTA ANA	Cl. Amad, 22	50540	976 86 71 40	976 85 24 08	santanaborja@telefonica.net
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Calatayud	50001121	SANTA ANA	Cl. Madre Rafols, 2	50300	976 88 20 22	976 88 19 13	secretaria@santaanacalatayud.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Caspe	50001362	SANTA ANA	Cl. Coso, 18	50700	976 63 03 96	976 63 18 92	santaanacaspe@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Ejea de los Caballeros	50001799	NTRA. SRA. DE LAS MERCEDES	Pº. Justicia Mayor De Aragón, 49	50600	976 66 36 36	976 66 36 36	mercedariasejea@colegiosaragon.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Pina de Ebro	50003838	SANTA MARÍA DE LA ESPERANZA	Cl. Rosales, 2	50750	976 16 50 47	976 16 54 81	smesperanzape@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Tarazona	50004570	SAGRADA FAMILIA	Cl. Carmen, 2 - 3	50500	976 64 07 68	976 64 19 86	sfamiliaz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Tarazona	50004594	NTRA. SRA. DEL PILAR	Cl. Gutiérrez De Córdoba, 8	50500	976 64 05 00	976 64 05 00	cpilartarazona@hotmail.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Venta del Olivar	50005823	CONDES DE ARAGÓN	Ctra. De Logroño, Km.7,8	50011	976 33 03 00	976 33 17 71	caragon@cece.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Venta del Olivar	50008976	ANTONIO MACHADO	AUTOVÍA DE LOGROÑO, KM. 7200	50011	976 46 08 60	976 34 02 78	colegio@colegioantoniomachado.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50005495	SANSUEÑA	CL. GASTÓN DE BEARNE, 3	50012	976 56 10 00	976 56 22 79	sansuena@fomento.edu
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50005513	SAGRADA FAMILIA	P.º Infantes De España, 4	50012	976 56 01 25	976 56 85 99	sfamilia@csafa.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50005537	MADRE MARÍA ROSA MOLAS	Vía Ibérica, 25	50009	976 56 32 38	976 56 48 97	rmolasz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50005549	BRITÁNICO DE ARAGÓN	Ctra. De Valencia, Km. 8,5	50410	976 50 52 23	976 50 52 23	secretaria@britanico-aragon.edu
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50005628	SAN ALBERTO MAGNO	Urb. Torres San Lamberto, 58	50011	976 34 03 21	976 31 61 81	secretaria@colegioaleman.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50005781	LA CONCEPCIÓN	Cl. La Iglesia, 30	50016	976 57 03 22	976 57 03 22	laconcepcion@colegiosfec.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006463	LA ANUNCIATA	Cl. Santa Inés, 3	50003	976 43 66 00	976 28 40 66	direccionsecundaria.zaragoza@fefcoll.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006529	EL BUEN PASTOR	Cl. Monzón, 27	50007	976 27 37 62	976 25 81 92	secretaria@elbuenpastorzaragoza.net
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006542	CALASANCIO	Cl. Sevilla, 19	50006	976 27 49 00	976 27 49 09	calasanciozgz@escolapiosemaus.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006554	CALASANZ	Cl. Teniente Coronel Valenzuela, 2	50004	976 22 38 86	976 23 39 71	escolapiascalasanz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006566	CARDENAL XAVIERRE	Pza. San Francisco, 15	50006	976 79 11 30	976 35 26 91	colegio@xavierre.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006578	CANTÍN Y GAMBOA	Cl. Moret, 4	50001	976 22 32 11	976 22 83 19	cantin@cantinygamboa.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006581	COLEGIO MONTESSORI	Cl. Lagasca, 25-27	50006	976 30 61 00	976 56 21 43	administracion@colegiomontessori.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006633	COMPAÑÍA DE MARÍA	Cl. Bilbao, 10	50004	976 22 18 63	976 22 51 85	secretaria@ciamariaz.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006669	CRISTO REY	Avda. Academia General Militar, 80	50015	976 51 44 22	976 73 29 86	cristorey@escolapiosemaus.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006700	DON BOSCO	Cl. Alfonso Zapater Cerdán, 21	50014	976 39 66 19	976 39 69 59	donbosco@colegiodonbosco.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006724	LICEO EUROPA	Cami. Fuente De La Junquera, 21	50012	976 56 50.00	976 56 00 18	
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006751	ESCUELAS PÍAS	Cl. Conde De Aranda, 2	50003	976 44 02 22	976 43 97 34	dirtitularepz@escolapiosemaus.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006761	ESCUELAS PÍAS DE SANTA ENGRACIA	Cami. De Miraflores, 23	50007	976 37 10 68	976 27 02 42	miraflores@fe-escolapias.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006797	PADRE ENRIQUE DE OSSÓ	Cl. Enrique De Ossó, 2-4	50017	976 33 18 38	976 33 00 31	direcciongeneral@eossozaragoza.escuelateresiana.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006803	MARÍA INMACULADA	Vía Hispanidad, 91-93	50011	976 33 17 64	976 33 55 33	minmaculadaz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006840	HIJAS DE SAN JOSÉ	Cl. Duquesa Villahermosa, 16	50010	976 33 35 24	976 48 83 84	rtitular.hsanjosez@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50006888	INMACULADA CONCEPCIÓN	Cl. Concepción, 8-10	50008	976 41 63 14	976 41 59 11	cinmaculadazgz@telefonica.net
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007017	MARÍA AUXILIADORA	Cl. Mornés, 14	50007	976 27 27 50	976 27 07 06	mazaragoza@salesianas.net
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007042	LA MILAGROSA	Cl. Maestro Estremiana, 3 Y 5	50006	976 27 96 06	976 27 96 06	lamilagrosaz@lamilagrosaz.e.telefonica.net
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007078	AGUSTÍN GERICÓ	Avda. Cesáreo Alierta, 72	50013	976 41 00 77	976 49 68 05	direccionsec@agustingerico.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007133	NTRA. SRA. DEL CARMEN	Cl. Madre Vedruna, 15	50008	976 22 14 39	976 21 76 39	nscarmen@colegiosfec.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007157	NTRA. SRA. DEL CARMEN Y SAN JOSÉ	Cl. Santa Inés, 1	50003	976 43 05 05	976 43 05 03	elcarmenysanjose@hijascaridadpam.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007194	NTRA. SRA. DE LA MERCED	P.º De Ruiseñores, 1	50006	976 27 65 83	976 27 65 83	administracion@mercedariaszaragoza.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007236	SALESIANO NTRA. SRA.DEL PILAR	Cl. María Auxiliadora, 57	50009	976 30 68 78	976 55 46 28	secretaria.zaragoza@salesianos.edu
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007248	TERESIANO DEL PILAR	CAMI. DE PINSEQUE, 37-39	50011	976 34 80 95	976 32 49 72	tpilarz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007327	EL PILAR-MARISTAS	Cl. Rafael Alberti, 5	50018	976 51 96 55	976 52 46 45	secretaria@elpilarmaristas.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007352	POMPILIANO	P.º Ruiseñores, 28	50006	976 27 64 92	976 37 91 05	escolapiaspompiliano@colegiosaragon.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007388	LA PURÍSIMA Y SAN ANTONIO	Cami. Del Vado, 7-9	50014	976 20 22 53	976 20 45 41	lapurisimaysanantonio@colegiosfec.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007431	SAGRADO CORAZÓN DE JESÚS	Cl. Poeta Pablo Neruda, 35	50018	976 46 62 82	976 46 62 83	scjesusz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007479	LA SALLE MONTEMOLÍN	Cl. José Galiay, 11	50008	976 41 63 06	976 59 64 49	lsmontemolin@lasalle.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007509	SAN AGUSTÍN	Cami. De Las Torres, 79-89	50008	976 22 48 44	976 22 68 76	sagustinz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007534	SAN ANTONIO DE PADUA	Cl. Fray Julián Garás, 1	50006	976 38 51 55	976 25 87 00	direccion@ccsanantoniodepadua.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007728	SAN VICENTE DE PAÚL	Cl. San Vicente De Paúl, 31	50001	976 29 15 25	976 29 05 08	spaulz@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007731	SANTA ANA	P.º Del Canal, 135	50007	976 38 58 11	976 37 31 30	colegiosantana@telefonica.net; stanasecretaria@telefonica.net
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007777	SANTA MAGDALENA SOFÍA	Cl. Sagitario, 5	50012	976 75 37 30	976 75 37 34	secretaria.zar@redsagradocorazon.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007789	SANTA MARÍA DEL PILAR	P.º Reyes De Aragón, 5-7	50012	976 25 87 87	976 25 87 88	secretaria@marianistas.net / dgeneral@marianistas.net
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007790	SANTA MARÍA REINA	CL. Santa María Reina, 2	50009	976 56 99 62	976 35 96 24	secretaria@colegiosantamariareina.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007807	SANTA ROSA	Cl. Azoque, 33	50004	976 22 26 99	976 22 26 99	dirgeneral.zaragoza@fesd.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007856	OBRA DIOCESANA SANTO DOMINGO DE SILOS	Cl. Amistad, 6	50002	976 42 49 47	976 42 47 93	odsds@planalfa.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50007996	VILLA CRUZ	Cl. Venecia, 12-16	50007	976 27 51 47	976 37 81 27	colegiovillacruz@hotmail.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50008034	BAJO ARAGÓN	Cl. Padre Chaminade, 6	50013	976 41 43 00	976 46 10 40	secretaria@bajoaragon-marianistas.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50008332	ROMAREDA	Cl. Pedro Iv El Ceremonioso, 1	50009	976 56 20 17	976 55 95 29	secretaria@colegioromareda.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50009361	JUAN DE LANUZA	CTRA. DEL AEROPUERTO, 275	50011	976 30 03 36	976 30 03 37	colegio@juandelanuza.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50010272	EL SALVADOR	Cl. Padre Arrupe, 13	50009	976 35 34 00	976 55 65 97	colegio@jesuitaszaragoza.es
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50011057	LA ALFRANCA	Avda. De Movera, 147	50194	976 57 30 30	976 57 30 30	educacion@colegioingleszaragoza.org
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zaragoza	50011100	SAGRADO CORAZÓN-MONCAYO	Juan Pablo II, 58	50009	976 75 12 59	976 45 81 30	director.zm@corazonistas.com
Zaragoza	Centro Privado de Educación Infantil Primaria y Secundaria	Zuera	50008617	SAN GABRIEL	Cl. San Gabriel, S/N	50800	976 68 00 44	976 68 02 51	sgabrielzu@planalfa.es
Zaragoza	Centro Privado de Educación Infantil y Primaria	Zaragoza	50006815	LA SALLE FRANCISCANAS	Cl. Andrés Piquer, 5	50006	976 55 12 50	976 55 02 02	colegio@lasallefranciscanas.com
Zaragoza	Centro Privado de Educación Infantil y Primaria	Zuera	50008605	NTRA. SRA. DEL PILAR	Cl. Antonio Machado, 18	50800	976 68 01 16	976 68 02 51	nspilarzuera@gmail.com
Zaragoza	Centro Privado de Educación Primaria	Casetas	50005562	SAN MIGUEL	Cl. Cataluña, S/N	50620	976 77 11 37	976 77 11 37	771137@telefonica.net
Zaragoza	Centro Privado de Educación Primaria	Zaragoza	50006426	ADVENTISTA RIGEL	Cl. Alicante, 3 - 11	50007	976 27 26 23		colegiorigel@telefonica.net
Zaragoza	Centro Privado de Educación Primaria	Zaragoza	50008344	ESCOLANÍA INFANTES DEL PILAR	Cl. Florencio Jardiel, 1	50003	976 29 82 73		
Zaragoza	Centro Privado de Educación Primaria y Secundaria	Zaragoza	50007066	MONTEARAGÓN	P.º Reyes De Aragón, 21	50009	976 56 22 67	976 35 30 76	montearagon@fomento.edu
Zaragoza	Centro Privado de Educación Primaria y Secundaria	Zaragoza	50007421	SAGRADO CORAZÓN	P.º De La Mina, 4 - 10	50001	976 22 48 64	976 22 29 99	scorazonz@planalfa.es
Zaragoza	Centro Privado de Educación Secundaria	Almunia de Doña Godina (La)	50000412	SALESIANOS LAVIAGA-CASTILLO	Cl. María Auxiliadora, 12	50100	976 81 24 20	976 81 22 59	secretaria.laalmunia@salesianos.edu
Zaragoza	Centro Privado de Educación Secundaria	Zaragoza	50007467	LA SALLE FRANCISCANAS GRAN VÍA	Cl. Santa Teresa De Jesús, 23	50006	976 30 60 60	976 30 60 62	direccion.granvia@lasalle.es
Zaragoza	Centro Privado de Educación Secundaria	Zaragoza	50007716	SAN VALERO	Cl. Violeta Parra, 9	50015	976 46 65 99	976 46 65 90	infocfp@svalero.es
Zaragoza	Centro Privado de Educación Secundaria	Zaragoza	50009026	LICEO EUROPA	CAMI. FUENTE DE LA JUNQUERA, 21	50012	976 56 50 00	976 56 00 18	
Zaragoza	Centro Privado de Formación Profesional Específica	Alagón	50010028	ALAÚN	Cl. Ramón Y Cajal, 10	50630	976 61 13 74	976 61 62 25	centroalaun@alaun.es
Zaragoza	Centro Privado de Formación Profesional Específica	Ejea de los Caballeros	50001829	E.F.A. BOALARES	Ctra. De Gallur A Sangüesa, S/N	50600	976 66 14 56	976 66 14 56	boalares@efasdearagon.org
Zaragoza	Centro Privado de Formación Profesional Específica	Mequinenza	50009221	SANTA AGATOCLIA	Ctra. De Fraga, S/N	50170	974 46 42 11	976 46 42 11	colegiosantaagatoclia@gmail.com
Zaragoza	Centro Privado de Formación Profesional Específica	Pinseque	50003863	E.F.A. LA NORIA	CL. PUENTE JUBO, S/N	50298	976 61 71 55	976 61 71 55	lanoria@efasdearagon.org
Zaragoza	Centro Privado de Formación Profesional Específica	Tarazona	50019071	ADES CENTRO TECNOLÓGICO	CL. Galicia, 76	50500	976199662	976640825	
Zaragoza	Centro Privado de Formación Profesional Específica	Villanueva de Gállego	50019147	FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN	Cl. Isaac Newton, 1 - Parcela 15	50830	976 74 06 26	976 74 00 68	jandres@fundacionlaboral.org
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50008654	CEFOR IZQUIERDO	Avda. Tenor Fleta, 57 (Pasaje)	50008	976 48 62 71	976 36 21 63	ciclos@ceforizquierdo.es
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50009051	PLUS ULTRA	Cl. Gran Via, 11	50006	976 22 61 44	976 22 21 18	centro@plusultraformacion.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50009889	ACADEMIA MARCO	Cl. Conde De Aranda, 7-9	50004	976 44 16 99	976 40 51 00	info@academiamarco.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50010168	CONDES DE ARAGÓN	Cl. Condes De Aragón, 9	50009	976 35 48 80	976 55 66 79	condesfp@condesfp.jazztel.es
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50011574	CPA-SALDUIE	AVDA. RAMÓN SAÍNZ DE VARANDA 1-3	50009	976 52 27 41	976 06 88 89	info@cpasalduie.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50011616	ALFRED	Cami. De La Mosquetera, 45	50010	976 32 21 09	976 32 21 09	secretaria@centrosalfred.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50011631	MARCO ALDANY TALLER DE PELUQUEROS	Cl. Via Pignatelli, 11	50007	976 38 43 97		zaragoza_marcoaldany@hotmail.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50011781	VALLE DE TENA	P.º Isabel La Católica, 5-7	50009	976 55 03 65	976 56 94 43	secretaria@fpvalledetena.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50011793	ARTE-MISS ZARAGOZA, CENTRO 1	Cl. Padre Manjón, 38-40	50010	976 33 11 88	976 33 11 20	educacion@arte-miss.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50017096	ARSENIO JIMENO	Cl. Eduardo Jimeno Correas, S/N	50018	976 70 05 00	976 70 05 01	cmelendo@centroformacion-ugt.org
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50017357	PIVOT POINT CENTER ROMERO II	P.º María Aguntín, 101-103	50003	976 43 30 90		
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50017485	COLUMBUS	P.º GRAN VÍA, 4-22	50005	976 22 77 67	976 21 38 18	
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50017503	OCÉANO ATLÁNTICO	CL. Francisco Oliván Bayle, 4	50015	976 10 64 51		
Zaragoza	Centro Privado de Formación Profesional Específica	Zaragoza	50018556	LUIS MANUEL GARCÍA URREA	CL. LAGASCA, 25-27	50006	976 30 61 00	976 56 21 43	administracion@fundacionmontessori.com
Zaragoza	Centro Privado de Formación Profesional Específica	Zuera	50008629	E.F.A. EL SALTO	Ctra. De Huesca, Km. 28,5	50800	976 68 03 70	976 68 03 70	elsalto@efasdearagon.org
Zaragoza	Centro Privado Integrado de Formación Profesional	Zaragoza	50007492	LA SALLE-SANTO ANGEL	Cl. Tomás Anzano,1	50012	976 75 37 18	976 75 37 28	admisaz@lasalle.es
Zaragoza	Centro Público de Educación de Personas Adultas	Almunia de Doña Godina (La)	50011471	DE LA ALMUNIA DE DOÑA GODINA	Cl. La Paz, S/N	50100	976 81 25 46	976 81 25 46	cpeaalmunia@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Calatayud	50010818	MARCO VALERIO MARCIAL	P.º Ramón Y Cajal, 1	50300	976 88 93 89	976 88 93 88	cpeacalatayud@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Cariñena	50010821	RICARDO SOLA ALMAU	Cl. Las Monjas, 27	50400	976 62 10 79	976 62 10 79	cpeacarinena@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Casetas	50010867	MIGUEL HERNÁNDEZ	CL. SAN MIGUEL, 20	50620	976 46 22 30	976 46 22 30	cpeamhezaragoza@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Caspe	50010831	JOAQUÍN COSTA	Cl. Guma, 35	50700	976 63 90 22	976 63 90 22	cpeacaspe@educa.aragon.es
Zaragoza	Centro Público de Educación de Personas Adultas	Daroca	50011483	DE DAROCA	PZA. COMUNIDAD DE DAROCA, 2	50360	976 80 05 48	976 80 05 48	epadaroca@educaragon.org
Zaragoza	Centro Público de Educación de Personas Adultas	Ejea de los Caballeros	50010843	EXEA	PZA. DE GOYA, 7	50600	976 66 28 65	976 67 70 90	cpeaejea@educa.aragon.es
